P025,P050,asOfDate,variableName,unit,currency
0.0031599196473024,0.0118628670105724,2022-11-01,annualizedcumulativepd1y,0.01,None
0.00296950094374311,0.014730085465315701,2022-12-01,annualizedcumulativepd1y,0.01,None
0.0036100155980889996,0.0160647853373736,2023-01-01,annualizedcumulativepd1y,0.01,None
