entityId,asOfDate,pd,balanced,aggressive,conservative,currency,unit
US800890963,2021-06-01,0.041134,11348809.97,17673627.57,5023992.37,USD,1
US800890963,2021-05-01,0.043073,10941912.39,17073089.0,4810735.77,USD,1
US800890963,2021-04-01,0.039239,11783526.56,18316121.02,5250932.09,USD,1
US800890963,2021-03-01,0.040737,11436683.37,17803430.5,5069936.24,USD,1
US800890963,2021-02-01,0.047307,10164754.69,15928835.46,4400673.92,USD,1
US800890963,2021-01-01,0.063793,8085690.15,12895637.68,3275742.62,USD,1
